image_filepath,image_rain_filepath
/home/bernerd/eecs556/dataset/images/841.jpg,/home/bernerd/eecs556/dataset/images_rain/841_10.jpg
/home/bernerd/eecs556/dataset/images/810.jpg,/home/bernerd/eecs556/dataset/images_rain/810_2.jpg
/home/bernerd/eecs556/dataset/images/872.jpg,/home/bernerd/eecs556/dataset/images_rain/872_3.jpg
/home/bernerd/eecs556/dataset/images/895.jpg,/home/bernerd/eecs556/dataset/images_rain/895_4.jpg
/home/bernerd/eecs556/dataset/images/984.jpg,/home/bernerd/eecs556/dataset/images_rain/984_12.jpg
/home/bernerd/eecs556/dataset/images/877.jpg,/home/bernerd/eecs556/dataset/images_rain/877_11.jpg
/home/bernerd/eecs556/dataset/images/831.jpg,/home/bernerd/eecs556/dataset/images_rain/831_14.jpg
/home/bernerd/eecs556/dataset/images/812.jpg,/home/bernerd/eecs556/dataset/images_rain/812_13.jpg
/home/bernerd/eecs556/dataset/images/933.jpg,/home/bernerd/eecs556/dataset/images_rain/933_2.jpg
/home/bernerd/eecs556/dataset/images/1000.jpg,/home/bernerd/eecs556/dataset/images_rain/1000_12.jpg
/home/bernerd/eecs556/dataset/images/993.jpg,/home/bernerd/eecs556/dataset/images_rain/993_4.jpg
/home/bernerd/eecs556/dataset/images/900.jpg,/home/bernerd/eecs556/dataset/images_rain/900_4.jpg
/home/bernerd/eecs556/dataset/images/806.jpg,/home/bernerd/eecs556/dataset/images_rain/806_11.jpg
/home/bernerd/eecs556/dataset/images/822.jpg,/home/bernerd/eecs556/dataset/images_rain/822_12.jpg
/home/bernerd/eecs556/dataset/images/972.jpg,/home/bernerd/eecs556/dataset/images_rain/972_3.jpg
/home/bernerd/eecs556/dataset/images/989.jpg,/home/bernerd/eecs556/dataset/images_rain/989_9.jpg
/home/bernerd/eecs556/dataset/images/931.jpg,/home/bernerd/eecs556/dataset/images_rain/931_8.jpg
/home/bernerd/eecs556/dataset/images/835.jpg,/home/bernerd/eecs556/dataset/images_rain/835_4.jpg
/home/bernerd/eecs556/dataset/images/980.jpg,/home/bernerd/eecs556/dataset/images_rain/980_10.jpg
/home/bernerd/eecs556/dataset/images/895.jpg,/home/bernerd/eecs556/dataset/images_rain/895_8.jpg
/home/bernerd/eecs556/dataset/images/979.jpg,/home/bernerd/eecs556/dataset/images_rain/979_3.jpg
/home/bernerd/eecs556/dataset/images/832.jpg,/home/bernerd/eecs556/dataset/images_rain/832_8.jpg
/home/bernerd/eecs556/dataset/images/976.jpg,/home/bernerd/eecs556/dataset/images_rain/976_5.jpg
/home/bernerd/eecs556/dataset/images/827.jpg,/home/bernerd/eecs556/dataset/images_rain/827_6.jpg
/home/bernerd/eecs556/dataset/images/888.jpg,/home/bernerd/eecs556/dataset/images_rain/888_6.jpg
/home/bernerd/eecs556/dataset/images/907.jpg,/home/bernerd/eecs556/dataset/images_rain/907_13.jpg
/home/bernerd/eecs556/dataset/images/855.jpg,/home/bernerd/eecs556/dataset/images_rain/855_6.jpg
/home/bernerd/eecs556/dataset/images/859.jpg,/home/bernerd/eecs556/dataset/images_rain/859_12.jpg
/home/bernerd/eecs556/dataset/images/915.jpg,/home/bernerd/eecs556/dataset/images_rain/915_5.jpg
/home/bernerd/eecs556/dataset/images/992.jpg,/home/bernerd/eecs556/dataset/images_rain/992_12.jpg
/home/bernerd/eecs556/dataset/images/929.jpg,/home/bernerd/eecs556/dataset/images_rain/929_10.jpg
/home/bernerd/eecs556/dataset/images/968.jpg,/home/bernerd/eecs556/dataset/images_rain/968_5.jpg
/home/bernerd/eecs556/dataset/images/983.jpg,/home/bernerd/eecs556/dataset/images_rain/983_14.jpg
/home/bernerd/eecs556/dataset/images/917.jpg,/home/bernerd/eecs556/dataset/images_rain/917_3.jpg
/home/bernerd/eecs556/dataset/images/847.jpg,/home/bernerd/eecs556/dataset/images_rain/847_14.jpg
/home/bernerd/eecs556/dataset/images/920.jpg,/home/bernerd/eecs556/dataset/images_rain/920_13.jpg
/home/bernerd/eecs556/dataset/images/927.jpg,/home/bernerd/eecs556/dataset/images_rain/927_7.jpg
/home/bernerd/eecs556/dataset/images/877.jpg,/home/bernerd/eecs556/dataset/images_rain/877_14.jpg
/home/bernerd/eecs556/dataset/images/979.jpg,/home/bernerd/eecs556/dataset/images_rain/979_14.jpg
/home/bernerd/eecs556/dataset/images/992.jpg,/home/bernerd/eecs556/dataset/images_rain/992_3.jpg
/home/bernerd/eecs556/dataset/images/964.jpg,/home/bernerd/eecs556/dataset/images_rain/964_3.jpg
/home/bernerd/eecs556/dataset/images/932.jpg,/home/bernerd/eecs556/dataset/images_rain/932_9.jpg
/home/bernerd/eecs556/dataset/images/980.jpg,/home/bernerd/eecs556/dataset/images_rain/980_13.jpg
/home/bernerd/eecs556/dataset/images/809.jpg,/home/bernerd/eecs556/dataset/images_rain/809_11.jpg
/home/bernerd/eecs556/dataset/images/872.jpg,/home/bernerd/eecs556/dataset/images_rain/872_10.jpg
/home/bernerd/eecs556/dataset/images/877.jpg,/home/bernerd/eecs556/dataset/images_rain/877_3.jpg
/home/bernerd/eecs556/dataset/images/817.jpg,/home/bernerd/eecs556/dataset/images_rain/817_4.jpg
/home/bernerd/eecs556/dataset/images/975.jpg,/home/bernerd/eecs556/dataset/images_rain/975_12.jpg
/home/bernerd/eecs556/dataset/images/923.jpg,/home/bernerd/eecs556/dataset/images_rain/923_11.jpg
/home/bernerd/eecs556/dataset/images/985.jpg,/home/bernerd/eecs556/dataset/images_rain/985_14.jpg
/home/bernerd/eecs556/dataset/images/960.jpg,/home/bernerd/eecs556/dataset/images_rain/960_12.jpg
/home/bernerd/eecs556/dataset/images/804.jpg,/home/bernerd/eecs556/dataset/images_rain/804_12.jpg
/home/bernerd/eecs556/dataset/images/970.jpg,/home/bernerd/eecs556/dataset/images_rain/970_6.jpg
/home/bernerd/eecs556/dataset/images/982.jpg,/home/bernerd/eecs556/dataset/images_rain/982_8.jpg
/home/bernerd/eecs556/dataset/images/833.jpg,/home/bernerd/eecs556/dataset/images_rain/833_5.jpg
/home/bernerd/eecs556/dataset/images/882.jpg,/home/bernerd/eecs556/dataset/images_rain/882_13.jpg
/home/bernerd/eecs556/dataset/images/938.jpg,/home/bernerd/eecs556/dataset/images_rain/938_12.jpg
/home/bernerd/eecs556/dataset/images/870.jpg,/home/bernerd/eecs556/dataset/images_rain/870_1.jpg
/home/bernerd/eecs556/dataset/images/841.jpg,/home/bernerd/eecs556/dataset/images_rain/841_6.jpg
/home/bernerd/eecs556/dataset/images/983.jpg,/home/bernerd/eecs556/dataset/images_rain/983_9.jpg
/home/bernerd/eecs556/dataset/images/955.jpg,/home/bernerd/eecs556/dataset/images_rain/955_1.jpg
/home/bernerd/eecs556/dataset/images/823.jpg,/home/bernerd/eecs556/dataset/images_rain/823_5.jpg
/home/bernerd/eecs556/dataset/images/975.jpg,/home/bernerd/eecs556/dataset/images_rain/975_4.jpg
/home/bernerd/eecs556/dataset/images/931.jpg,/home/bernerd/eecs556/dataset/images_rain/931_5.jpg
/home/bernerd/eecs556/dataset/images/867.jpg,/home/bernerd/eecs556/dataset/images_rain/867_13.jpg
/home/bernerd/eecs556/dataset/images/998.jpg,/home/bernerd/eecs556/dataset/images_rain/998_11.jpg
/home/bernerd/eecs556/dataset/images/928.jpg,/home/bernerd/eecs556/dataset/images_rain/928_10.jpg
/home/bernerd/eecs556/dataset/images/831.jpg,/home/bernerd/eecs556/dataset/images_rain/831_4.jpg
/home/bernerd/eecs556/dataset/images/833.jpg,/home/bernerd/eecs556/dataset/images_rain/833_9.jpg
/home/bernerd/eecs556/dataset/images/917.jpg,/home/bernerd/eecs556/dataset/images_rain/917_5.jpg
/home/bernerd/eecs556/dataset/images/895.jpg,/home/bernerd/eecs556/dataset/images_rain/895_7.jpg
/home/bernerd/eecs556/dataset/images/823.jpg,/home/bernerd/eecs556/dataset/images_rain/823_8.jpg
/home/bernerd/eecs556/dataset/images/974.jpg,/home/bernerd/eecs556/dataset/images_rain/974_10.jpg
/home/bernerd/eecs556/dataset/images/808.jpg,/home/bernerd/eecs556/dataset/images_rain/808_14.jpg
/home/bernerd/eecs556/dataset/images/866.jpg,/home/bernerd/eecs556/dataset/images_rain/866_1.jpg
/home/bernerd/eecs556/dataset/images/907.jpg,/home/bernerd/eecs556/dataset/images_rain/907_7.jpg
/home/bernerd/eecs556/dataset/images/993.jpg,/home/bernerd/eecs556/dataset/images_rain/993_1.jpg
/home/bernerd/eecs556/dataset/images/935.jpg,/home/bernerd/eecs556/dataset/images_rain/935_2.jpg
/home/bernerd/eecs556/dataset/images/965.jpg,/home/bernerd/eecs556/dataset/images_rain/965_3.jpg
/home/bernerd/eecs556/dataset/images/850.jpg,/home/bernerd/eecs556/dataset/images_rain/850_13.jpg
/home/bernerd/eecs556/dataset/images/947.jpg,/home/bernerd/eecs556/dataset/images_rain/947_2.jpg
/home/bernerd/eecs556/dataset/images/943.jpg,/home/bernerd/eecs556/dataset/images_rain/943_12.jpg
/home/bernerd/eecs556/dataset/images/843.jpg,/home/bernerd/eecs556/dataset/images_rain/843_1.jpg
/home/bernerd/eecs556/dataset/images/931.jpg,/home/bernerd/eecs556/dataset/images_rain/931_4.jpg
/home/bernerd/eecs556/dataset/images/832.jpg,/home/bernerd/eecs556/dataset/images_rain/832_2.jpg
/home/bernerd/eecs556/dataset/images/927.jpg,/home/bernerd/eecs556/dataset/images_rain/927_10.jpg
/home/bernerd/eecs556/dataset/images/990.jpg,/home/bernerd/eecs556/dataset/images_rain/990_7.jpg
/home/bernerd/eecs556/dataset/images/894.jpg,/home/bernerd/eecs556/dataset/images_rain/894_6.jpg
/home/bernerd/eecs556/dataset/images/845.jpg,/home/bernerd/eecs556/dataset/images_rain/845_9.jpg
/home/bernerd/eecs556/dataset/images/831.jpg,/home/bernerd/eecs556/dataset/images_rain/831_3.jpg
/home/bernerd/eecs556/dataset/images/984.jpg,/home/bernerd/eecs556/dataset/images_rain/984_6.jpg
/home/bernerd/eecs556/dataset/images/865.jpg,/home/bernerd/eecs556/dataset/images_rain/865_2.jpg
/home/bernerd/eecs556/dataset/images/831.jpg,/home/bernerd/eecs556/dataset/images_rain/831_10.jpg
/home/bernerd/eecs556/dataset/images/868.jpg,/home/bernerd/eecs556/dataset/images_rain/868_5.jpg
/home/bernerd/eecs556/dataset/images/812.jpg,/home/bernerd/eecs556/dataset/images_rain/812_10.jpg
/home/bernerd/eecs556/dataset/images/853.jpg,/home/bernerd/eecs556/dataset/images_rain/853_14.jpg
/home/bernerd/eecs556/dataset/images/876.jpg,/home/bernerd/eecs556/dataset/images_rain/876_14.jpg
/home/bernerd/eecs556/dataset/images/870.jpg,/home/bernerd/eecs556/dataset/images_rain/870_14.jpg
/home/bernerd/eecs556/dataset/images/961.jpg,/home/bernerd/eecs556/dataset/images_rain/961_9.jpg
/home/bernerd/eecs556/dataset/images/992.jpg,/home/bernerd/eecs556/dataset/images_rain/992_13.jpg
/home/bernerd/eecs556/dataset/images/833.jpg,/home/bernerd/eecs556/dataset/images_rain/833_11.jpg
/home/bernerd/eecs556/dataset/images/990.jpg,/home/bernerd/eecs556/dataset/images_rain/990_13.jpg
/home/bernerd/eecs556/dataset/images/914.jpg,/home/bernerd/eecs556/dataset/images_rain/914_1.jpg
/home/bernerd/eecs556/dataset/images/830.jpg,/home/bernerd/eecs556/dataset/images_rain/830_11.jpg
/home/bernerd/eecs556/dataset/images/926.jpg,/home/bernerd/eecs556/dataset/images_rain/926_14.jpg
/home/bernerd/eecs556/dataset/images/954.jpg,/home/bernerd/eecs556/dataset/images_rain/954_14.jpg
/home/bernerd/eecs556/dataset/images/894.jpg,/home/bernerd/eecs556/dataset/images_rain/894_1.jpg
/home/bernerd/eecs556/dataset/images/997.jpg,/home/bernerd/eecs556/dataset/images_rain/997_1.jpg
/home/bernerd/eecs556/dataset/images/837.jpg,/home/bernerd/eecs556/dataset/images_rain/837_13.jpg
/home/bernerd/eecs556/dataset/images/926.jpg,/home/bernerd/eecs556/dataset/images_rain/926_7.jpg
/home/bernerd/eecs556/dataset/images/904.jpg,/home/bernerd/eecs556/dataset/images_rain/904_14.jpg
/home/bernerd/eecs556/dataset/images/906.jpg,/home/bernerd/eecs556/dataset/images_rain/906_13.jpg
/home/bernerd/eecs556/dataset/images/866.jpg,/home/bernerd/eecs556/dataset/images_rain/866_14.jpg
/home/bernerd/eecs556/dataset/images/971.jpg,/home/bernerd/eecs556/dataset/images_rain/971_14.jpg
/home/bernerd/eecs556/dataset/images/823.jpg,/home/bernerd/eecs556/dataset/images_rain/823_12.jpg
/home/bernerd/eecs556/dataset/images/902.jpg,/home/bernerd/eecs556/dataset/images_rain/902_1.jpg
/home/bernerd/eecs556/dataset/images/860.jpg,/home/bernerd/eecs556/dataset/images_rain/860_10.jpg
/home/bernerd/eecs556/dataset/images/965.jpg,/home/bernerd/eecs556/dataset/images_rain/965_12.jpg
/home/bernerd/eecs556/dataset/images/822.jpg,/home/bernerd/eecs556/dataset/images_rain/822_1.jpg
/home/bernerd/eecs556/dataset/images/924.jpg,/home/bernerd/eecs556/dataset/images_rain/924_14.jpg
/home/bernerd/eecs556/dataset/images/972.jpg,/home/bernerd/eecs556/dataset/images_rain/972_1.jpg
/home/bernerd/eecs556/dataset/images/866.jpg,/home/bernerd/eecs556/dataset/images_rain/866_11.jpg
/home/bernerd/eecs556/dataset/images/975.jpg,/home/bernerd/eecs556/dataset/images_rain/975_11.jpg
/home/bernerd/eecs556/dataset/images/963.jpg,/home/bernerd/eecs556/dataset/images_rain/963_3.jpg
/home/bernerd/eecs556/dataset/images/904.jpg,/home/bernerd/eecs556/dataset/images_rain/904_1.jpg
/home/bernerd/eecs556/dataset/images/813.jpg,/home/bernerd/eecs556/dataset/images_rain/813_9.jpg
/home/bernerd/eecs556/dataset/images/853.jpg,/home/bernerd/eecs556/dataset/images_rain/853_2.jpg
/home/bernerd/eecs556/dataset/images/848.jpg,/home/bernerd/eecs556/dataset/images_rain/848_1.jpg
/home/bernerd/eecs556/dataset/images/815.jpg,/home/bernerd/eecs556/dataset/images_rain/815_10.jpg
/home/bernerd/eecs556/dataset/images/865.jpg,/home/bernerd/eecs556/dataset/images_rain/865_11.jpg
/home/bernerd/eecs556/dataset/images/984.jpg,/home/bernerd/eecs556/dataset/images_rain/984_7.jpg
/home/bernerd/eecs556/dataset/images/977.jpg,/home/bernerd/eecs556/dataset/images_rain/977_7.jpg
/home/bernerd/eecs556/dataset/images/918.jpg,/home/bernerd/eecs556/dataset/images_rain/918_12.jpg
/home/bernerd/eecs556/dataset/images/922.jpg,/home/bernerd/eecs556/dataset/images_rain/922_2.jpg
/home/bernerd/eecs556/dataset/images/925.jpg,/home/bernerd/eecs556/dataset/images_rain/925_8.jpg
/home/bernerd/eecs556/dataset/images/920.jpg,/home/bernerd/eecs556/dataset/images_rain/920_11.jpg
/home/bernerd/eecs556/dataset/images/876.jpg,/home/bernerd/eecs556/dataset/images_rain/876_1.jpg
/home/bernerd/eecs556/dataset/images/861.jpg,/home/bernerd/eecs556/dataset/images_rain/861_4.jpg
/home/bernerd/eecs556/dataset/images/986.jpg,/home/bernerd/eecs556/dataset/images_rain/986_9.jpg
/home/bernerd/eecs556/dataset/images/842.jpg,/home/bernerd/eecs556/dataset/images_rain/842_5.jpg
/home/bernerd/eecs556/dataset/images/923.jpg,/home/bernerd/eecs556/dataset/images_rain/923_6.jpg
/home/bernerd/eecs556/dataset/images/854.jpg,/home/bernerd/eecs556/dataset/images_rain/854_13.jpg
/home/bernerd/eecs556/dataset/images/812.jpg,/home/bernerd/eecs556/dataset/images_rain/812_3.jpg
/home/bernerd/eecs556/dataset/images/931.jpg,/home/bernerd/eecs556/dataset/images_rain/931_2.jpg
/home/bernerd/eecs556/dataset/images/804.jpg,/home/bernerd/eecs556/dataset/images_rain/804_2.jpg
/home/bernerd/eecs556/dataset/images/825.jpg,/home/bernerd/eecs556/dataset/images_rain/825_7.jpg
/home/bernerd/eecs556/dataset/images/941.jpg,/home/bernerd/eecs556/dataset/images_rain/941_7.jpg
/home/bernerd/eecs556/dataset/images/956.jpg,/home/bernerd/eecs556/dataset/images_rain/956_11.jpg
/home/bernerd/eecs556/dataset/images/826.jpg,/home/bernerd/eecs556/dataset/images_rain/826_6.jpg
/home/bernerd/eecs556/dataset/images/844.jpg,/home/bernerd/eecs556/dataset/images_rain/844_10.jpg
/home/bernerd/eecs556/dataset/images/855.jpg,/home/bernerd/eecs556/dataset/images_rain/855_14.jpg
/home/bernerd/eecs556/dataset/images/982.jpg,/home/bernerd/eecs556/dataset/images_rain/982_10.jpg
/home/bernerd/eecs556/dataset/images/915.jpg,/home/bernerd/eecs556/dataset/images_rain/915_12.jpg
/home/bernerd/eecs556/dataset/images/954.jpg,/home/bernerd/eecs556/dataset/images_rain/954_5.jpg
/home/bernerd/eecs556/dataset/images/906.jpg,/home/bernerd/eecs556/dataset/images_rain/906_12.jpg
/home/bernerd/eecs556/dataset/images/866.jpg,/home/bernerd/eecs556/dataset/images_rain/866_2.jpg
/home/bernerd/eecs556/dataset/images/888.jpg,/home/bernerd/eecs556/dataset/images_rain/888_3.jpg
/home/bernerd/eecs556/dataset/images/927.jpg,/home/bernerd/eecs556/dataset/images_rain/927_9.jpg
/home/bernerd/eecs556/dataset/images/993.jpg,/home/bernerd/eecs556/dataset/images_rain/993_8.jpg
/home/bernerd/eecs556/dataset/images/984.jpg,/home/bernerd/eecs556/dataset/images_rain/984_3.jpg
/home/bernerd/eecs556/dataset/images/947.jpg,/home/bernerd/eecs556/dataset/images_rain/947_11.jpg
/home/bernerd/eecs556/dataset/images/919.jpg,/home/bernerd/eecs556/dataset/images_rain/919_3.jpg
/home/bernerd/eecs556/dataset/images/895.jpg,/home/bernerd/eecs556/dataset/images_rain/895_9.jpg
/home/bernerd/eecs556/dataset/images/869.jpg,/home/bernerd/eecs556/dataset/images_rain/869_14.jpg
/home/bernerd/eecs556/dataset/images/821.jpg,/home/bernerd/eecs556/dataset/images_rain/821_3.jpg
/home/bernerd/eecs556/dataset/images/907.jpg,/home/bernerd/eecs556/dataset/images_rain/907_12.jpg
/home/bernerd/eecs556/dataset/images/939.jpg,/home/bernerd/eecs556/dataset/images_rain/939_8.jpg
/home/bernerd/eecs556/dataset/images/892.jpg,/home/bernerd/eecs556/dataset/images_rain/892_8.jpg
/home/bernerd/eecs556/dataset/images/852.jpg,/home/bernerd/eecs556/dataset/images_rain/852_8.jpg
/home/bernerd/eecs556/dataset/images/952.jpg,/home/bernerd/eecs556/dataset/images_rain/952_2.jpg
/home/bernerd/eecs556/dataset/images/808.jpg,/home/bernerd/eecs556/dataset/images_rain/808_9.jpg
/home/bernerd/eecs556/dataset/images/952.jpg,/home/bernerd/eecs556/dataset/images_rain/952_9.jpg
/home/bernerd/eecs556/dataset/images/959.jpg,/home/bernerd/eecs556/dataset/images_rain/959_5.jpg
/home/bernerd/eecs556/dataset/images/965.jpg,/home/bernerd/eecs556/dataset/images_rain/965_8.jpg
/home/bernerd/eecs556/dataset/images/874.jpg,/home/bernerd/eecs556/dataset/images_rain/874_3.jpg
/home/bernerd/eecs556/dataset/images/850.jpg,/home/bernerd/eecs556/dataset/images_rain/850_3.jpg
/home/bernerd/eecs556/dataset/images/968.jpg,/home/bernerd/eecs556/dataset/images_rain/968_1.jpg
/home/bernerd/eecs556/dataset/images/972.jpg,/home/bernerd/eecs556/dataset/images_rain/972_8.jpg
/home/bernerd/eecs556/dataset/images/871.jpg,/home/bernerd/eecs556/dataset/images_rain/871_11.jpg
/home/bernerd/eecs556/dataset/images/916.jpg,/home/bernerd/eecs556/dataset/images_rain/916_12.jpg
/home/bernerd/eecs556/dataset/images/967.jpg,/home/bernerd/eecs556/dataset/images_rain/967_5.jpg
/home/bernerd/eecs556/dataset/images/977.jpg,/home/bernerd/eecs556/dataset/images_rain/977_5.jpg
/home/bernerd/eecs556/dataset/images/819.jpg,/home/bernerd/eecs556/dataset/images_rain/819_2.jpg
/home/bernerd/eecs556/dataset/images/963.jpg,/home/bernerd/eecs556/dataset/images_rain/963_8.jpg
/home/bernerd/eecs556/dataset/images/990.jpg,/home/bernerd/eecs556/dataset/images_rain/990_8.jpg
/home/bernerd/eecs556/dataset/images/981.jpg,/home/bernerd/eecs556/dataset/images_rain/981_14.jpg
/home/bernerd/eecs556/dataset/images/835.jpg,/home/bernerd/eecs556/dataset/images_rain/835_1.jpg
/home/bernerd/eecs556/dataset/images/887.jpg,/home/bernerd/eecs556/dataset/images_rain/887_9.jpg
/home/bernerd/eecs556/dataset/images/804.jpg,/home/bernerd/eecs556/dataset/images_rain/804_10.jpg
/home/bernerd/eecs556/dataset/images/929.jpg,/home/bernerd/eecs556/dataset/images_rain/929_5.jpg
/home/bernerd/eecs556/dataset/images/872.jpg,/home/bernerd/eecs556/dataset/images_rain/872_14.jpg
/home/bernerd/eecs556/dataset/images/900.jpg,/home/bernerd/eecs556/dataset/images_rain/900_9.jpg
/home/bernerd/eecs556/dataset/images/809.jpg,/home/bernerd/eecs556/dataset/images_rain/809_14.jpg
/home/bernerd/eecs556/dataset/images/862.jpg,/home/bernerd/eecs556/dataset/images_rain/862_3.jpg
/home/bernerd/eecs556/dataset/images/830.jpg,/home/bernerd/eecs556/dataset/images_rain/830_6.jpg
/home/bernerd/eecs556/dataset/images/964.jpg,/home/bernerd/eecs556/dataset/images_rain/964_5.jpg
/home/bernerd/eecs556/dataset/images/863.jpg,/home/bernerd/eecs556/dataset/images_rain/863_4.jpg
/home/bernerd/eecs556/dataset/images/960.jpg,/home/bernerd/eecs556/dataset/images_rain/960_3.jpg
/home/bernerd/eecs556/dataset/images/854.jpg,/home/bernerd/eecs556/dataset/images_rain/854_4.jpg
/home/bernerd/eecs556/dataset/images/910.jpg,/home/bernerd/eecs556/dataset/images_rain/910_9.jpg
/home/bernerd/eecs556/dataset/images/932.jpg,/home/bernerd/eecs556/dataset/images_rain/932_3.jpg
/home/bernerd/eecs556/dataset/images/987.jpg,/home/bernerd/eecs556/dataset/images_rain/987_12.jpg
/home/bernerd/eecs556/dataset/images/923.jpg,/home/bernerd/eecs556/dataset/images_rain/923_9.jpg
/home/bernerd/eecs556/dataset/images/973.jpg,/home/bernerd/eecs556/dataset/images_rain/973_5.jpg
/home/bernerd/eecs556/dataset/images/866.jpg,/home/bernerd/eecs556/dataset/images_rain/866_3.jpg
/home/bernerd/eecs556/dataset/images/840.jpg,/home/bernerd/eecs556/dataset/images_rain/840_5.jpg
/home/bernerd/eecs556/dataset/images/934.jpg,/home/bernerd/eecs556/dataset/images_rain/934_13.jpg
/home/bernerd/eecs556/dataset/images/811.jpg,/home/bernerd/eecs556/dataset/images_rain/811_12.jpg
/home/bernerd/eecs556/dataset/images/922.jpg,/home/bernerd/eecs556/dataset/images_rain/922_3.jpg
/home/bernerd/eecs556/dataset/images/885.jpg,/home/bernerd/eecs556/dataset/images_rain/885_12.jpg
/home/bernerd/eecs556/dataset/images/838.jpg,/home/bernerd/eecs556/dataset/images_rain/838_13.jpg
/home/bernerd/eecs556/dataset/images/920.jpg,/home/bernerd/eecs556/dataset/images_rain/920_5.jpg
/home/bernerd/eecs556/dataset/images/813.jpg,/home/bernerd/eecs556/dataset/images_rain/813_11.jpg
/home/bernerd/eecs556/dataset/images/891.jpg,/home/bernerd/eecs556/dataset/images_rain/891_9.jpg
/home/bernerd/eecs556/dataset/images/905.jpg,/home/bernerd/eecs556/dataset/images_rain/905_12.jpg
/home/bernerd/eecs556/dataset/images/814.jpg,/home/bernerd/eecs556/dataset/images_rain/814_3.jpg
/home/bernerd/eecs556/dataset/images/839.jpg,/home/bernerd/eecs556/dataset/images_rain/839_7.jpg
/home/bernerd/eecs556/dataset/images/815.jpg,/home/bernerd/eecs556/dataset/images_rain/815_14.jpg
/home/bernerd/eecs556/dataset/images/881.jpg,/home/bernerd/eecs556/dataset/images_rain/881_3.jpg
/home/bernerd/eecs556/dataset/images/945.jpg,/home/bernerd/eecs556/dataset/images_rain/945_13.jpg
